A1,A2,A3,A4,B1,B2,B3,C,D,E,F
68.16384181,41.24347972,32.45463328,22.167548,178.7105563,102.1335095,63.98974629,0.528991389,63.5,40.92222222,46
64.57627118,40.37183172,32.47114953,22.63192602,166.4030303,92.30767933,54.13081857,0.213911996,63.5,40.92222222,18
70.55555556,39.39259304,31.54404761,22.19205979,176.8227293,98.69480692,60.38743638,0.753306908,63.5,29.63333333,86
65.77212806,40.5769466,32.61712811,22.68086008,169.7433698,94.27024603,55.58950234,0.325459519,63.5,29.63333333,38
63.38041432,40.3141951,32.87786045,23.23362422,156.4731397,83.06257704,44.30408795,0.089172858,63.5,29.63333333,10
68.16384181,39.51095852,31.69929452,22.21934896,168.4421056,91.33189832,52.44997746,0.556749518,63.5,18.34444444,98
59.26666667,34.38102201,26.29139101,17.57490311,174.3046948,107.4987582,76.12547473,0.878980047,52.21111111,74.78888889,38
55.5625,33.90263665,26.90998026,18.54173089,163.8402191,99.59848472,67.72641778,0.321065346,52.21111111,74.78888889,14
65.73778122,38.00330354,29.117537,19.26812691,184.6776368,112.425514,79.74446274,1.371886343,52.21111111,63.5,74
56.79722222,33.92843257,26.55068553,18.06241064,162.8037678,97.32912467,65.63888352,0.527639626,52.21111111,63.5,26
55.5625,33.8791215,26.84441299,18.44083891,155.0166312,89.95970772,57.9018793,0.377029292,52.21111111,52.21111111,22
63.36828853,33.81806092,27.1265928,19.07162124,167.3407205,97.22296585,63.91113771,0.931034315,52.21111111,40.92222222,70
53.09305556,33.49231463,27.20841293,19.13945824,133.5070086,69.23487313,35.40454286,0.153415912,52.21111111,7.055555556,58
53.09305556,33.41214856,27.32917662,19.32340163,128.7631447,65.4026934,31.9388827,0.090419557,52.21111111,7.055555556,34
58.84729889,24.30108509,19.05212624,13.60057262,151.7589702,95.96814478,73.00722897,2.225681572,29.63333333,63.5,90
26.14430338,10.86065762,8.044199829,5.349358864,83.53396688,56.52551941,44.13354321,1.082952715,7.055555556,52.21111111,34
20.63835978,8.687004515,6.447294238,4.258043368,65.75650705,46.40725387,33.01803624,0.287036785,7.055555556,52.21111111,10
29.31472623,11.42562488,8.313994393,5.474905324,83.60787907,52.97508487,40.72131191,1.739737761,7.055555556,40.92222222,62
29.31472623,11.07978037,8.030497158,5.260166042,76.21716711,45.58963808,33.10654487,1.618129236,7.055555556,29.63333333,70
20.63835978,8.845363291,6.627584607,4.407476852,56.54241069,35.06695912,25.08908823,0.369781583,7.055555556,29.63333333,18
23.26083887,9.825257846,7.29316187,4.833836904,61.83647204,35.02512063,23.50461323,0.793787752,7.055555556,18.34444444,50
20.63835978,9.549741239,7.136514105,4.750741533,59.13553617,33.59162336,22.61189084,0.644566767,7.055555556,18.34444444,42
18.25324402,8.842721496,6.673652232,4.464976179,51.95574187,29.71842377,20.05833211,0.378323509,7.055555556,18.34444444,26
145.1849275,72.45233951,54.51925527,36.5354005,294.0304661,175.3849639,109.5227662,1.65681865,134.62,134.62,90
140.9147826,75.12803263,57.64722201,38.89596012,294.1783343,171.7447988,111.2732949,1.162940913,134.62,114.3,74
140.9147826,75.57876213,58.12603705,39.38469887,295.5720328,172.8154462,112.2695213,1.095366748,134.62,114.3,70
136.6446377,80.30947848,63.17752691,43.35069463,287.1912978,159.1616134,94.37581465,0.605697466,134.62,53.34,82
138.7797101,77.87455196,60.30888998,41.04886437,286.874215,160.6004935,98.40742414,0.843910477,134.62,73.66,82
136.6446377,80.56980689,64.20295819,44.47399165,290.2962875,163.4246802,97.79020319,0.422298901,134.62,73.66,42
134.5095652,81.32673359,65.30970752,45.47785051,289.7580072,162.6710957,95.7333304,0.299976602,134.62,73.66,30
134.5095652,83.25786324,67.92573872,48.00660474,284.0142866,155.1111134,84.97064985,0.15960109,134.62,53.34,22
132.3744928,80.86517781,65.90870654,46.51571069,280.4444181,152.3132165,83.74168326,0.230481462,134.62,33.02,50
132.3744928,82.54442755,66.95719198,47.16037688,279.2165037,151.2047148,82.26273329,0.194096303,134.62,33.02,42
118.3898305,66.12129309,51.14661284,34.65172986,284.2495282,174.8854748,117.3493221,0.951111016,114.3,134.62,46
124.8474576,64.24858386,48.28958089,32.28459321,270.256828,161.2002047,107.198476,1.498940229,114.3,114.3,82
120.5423729,65.71802982,50.4983335,34.15993191,274.4345445,164.2927071,109.7657559,1.051353545,114.3,114.3,58
118.3898305,69.13916522,54.27847518,37.22032503,260.3428275,145.9921687,88.43057518,0.609888767,114.3,53.34,70
114.0847458,68.35461066,55.59725403,39.25241752,252.686446,138.3403618,78.25995235,0.317575766,114.3,33.02,58
114.0847458,70.80858488,57.15062786,40.08735145,250.6851715,136.6692427,75.94469543,0.230215374,114.3,33.02,42
111.9322034,68.54945254,55.62098504,38.84156214,239.4161907,125.8276638,64.55329047,0.182988061,114.3,12.7,82
111.9322034,70.03876532,57.1986975,40.58534007,240.9659298,126.3802335,63.78933711,0.143988984,114.3,12.7,66
111.9322034,69.63511983,57.03459791,40.65887297,239.0860427,125.0520865,62.29655419,0.10087541,114.3,12.7,46
104.4575,54.7481595,41.35367,27.67747118,259.8052622,164.8633104,114.3726871,1.420201306,93.98,134.62,58
97.79,57.48023,45.2683536,31.0974422,261.4781052,164.9629499,112.4774725,0.516535625,93.98,134.62,22
100.0125,55.54899349,42.58851454,28.70952786,250.0190577,153.5981447,105.0522688,0.987194482,93.98,114.3,46
97.79,56.34329015,43.85878721,29.84759838,250.3668488,153.6129922,104.1538269,0.719733958,93.98,114.3,34
102.235,55.65226303,42.03147875,28.16135633,243.2652875,145.2035665,98.98155024,1.260392112,93.98,93.98,70
95.5675,56.63873677,45.85718425,32.23403288,223.2431792,123.3773922,71.95188949,0.413891027,93.98,33.02,62
93.345,58.64270809,47.41643259,33.30505272,217.0085437,118.2075468,65.70003887,0.201772457,93.98,33.02,30
98.10527557,51.08444283,35.58092134,22.55218934,249.9489509,165.5892961,127.9432807,2.512105409,73.66,134.62,98
93.80457213,48.7959808,34.76694044,22.52665323,235.9084423,150.839549,113.2127549,2.120528357,73.66,114.3,90
89.90175035,47.6973006,34.47440334,22.44543504,234.061885,149.6050974,111.5600788,1.973075245,73.66,114.3,82
84.08736843,45.56412984,33.99525505,22.52790899,228.1214711,145.4173552,105.3750165,1.475062411,73.66,114.3,58
84.08736843,45.20079846,34.06512454,22.72188235,226.2272492,144.0037596,103.1020551,1.287079112,73.66,114.3,50
77.26947368,45.89299894,35.92561224,24.50091799,221.4251521,139.9298984,96.68217448,0.556912758,73.66,114.3,22
77.26947368,45.92876451,36.14354444,24.75779163,210.5882909,128.46807,86.93399163,0.476143613,73.66,93.98,22
77.26947368,45.83098309,35.94262571,24.49406216,202.3459203,119.4989839,78.41445139,0.533051043,73.66,73.66,30
69.53382037,36.10242946,29.29477248,20.70379992,181.4769209,107.9644899,74.31964412,1.308887936,53.34,53.34,82
56.2562963,34.91409664,27.88666903,19.29531743,150.9568521,84.46002034,50.87205001,0.330086579,53.34,33.02,30
56.2562963,33.65538743,27.2108518,19.07237775,140.6327495,74.7480912,40.55308371,0.226463839,53.34,12.7,50
72.86536372,30.26279242,24.49759484,16.55094359,210.3236071,152.4466435,130.3530711,3.193172486,33.02,134.62,90
67.20471784,27.55682988,22.0111797,15.51857493,180.3615043,121.2859821,97.96332562,2.64002508,33.02,93.98,90
45.72,23.44321035,18.32235642,12.73282912,129.3816822,75.30554044,50.2311239,1.002149655,33.02,33.02,66
43.03058823,23.29181957,18.48033171,12.84150206,113.5630471,61.54214493,35.92566507,0.636636679,33.02,12.7,94
37.6517647,22.27100207,18.07842855,12.71268533,98.05968377,51.51940541,28.59832152,0.19480297,33.02,12.7,30
37.1490476,14.79894087,11.16147781,7.512846255,149.6178299,118.8905211,91.60357338,1.353742815,12.7,134.62,26
41.86950996,16.09602986,12.15531567,8.281272349,148.737363,113.486196,95.14180689,2.325007559,12.7,114.3,50
28.95121373,13.23486519,9.990296834,6.712645157,112.9366195,84.74749902,63.62100086,0.767354843,12.7,93.98,18
47.05974609,15.55563064,11.33894924,7.552225575,109.7440737,70.62163916,55.70056782,3.00602916,12.7,53.34,98
28.95121373,13.2642917,10.13689687,6.871607964,91.59666736,60.3073962,46.32102827,0.769595588,12.7,53.34,26
37.1490476,14.64885248,10.76805762,7.163674911,94.1221518,55.82349866,40.20986976,2.198217515,12.7,33.02,94
68.85099432,35.83345788,28.89118363,20.82402393,176.9004788,102.746444,68.84579895,1.378154895,53,45,98
59.3904945,35.51808011,28.0109,19.08449915,168.2036032,98.52214452,65.0344995,0.76861211,53,45,54
54.63768116,34.29209028,27.76321249,19.45074818,143.0098583,77.41956758,43.64027456,0.21890821,53,21,30
58,33.46063188,26.6814962,18.6017497,152.2320003,83.80265374,49.74225095,0.5787917,53,21,78
54.63768116,34.45503603,27.9000598,19.55639053,141.1127324,75.88922031,42.21692522,0.191465485,53,21,26
52.95652174,33.29134247,27.23265355,19.28297477,125.3961286,62.14510738,28.76433193,0.050362185,53,5,26
56.38243687,30.35397107,24.18143694,17.08520425,149.5675122,84.37179638,53.61695849,1.062374835,45,29,94
47.45762712,29.43319218,23.72840934,16.5654963,127.0746475,69.35286575,40.41586409,0.205968175,45,29,18
51.37129441,29.03462673,23.18578174,16.16772281,136.8830187,75.81005227,45.49707857,0.51481902,45,21,62
49.15254237,29.26500641,23.47028571,16.36924212,130.6674135,70.39398832,39.85176651,0.39701647,45,13,74
47.45762712,28.90574743,23.41777093,16.44501579,123.9279755,65.72350864,35.89228364,0.20143479,45,13,38
45.76271186,28.580079,23.42393373,16.69796689,110.5390726,54.55363875,25.58945785,0.05737473,45,5,26
57.9263,27.23257634,21.64438244,15.40515507,155.4981909,94.56915691,67.8647278,1.62736661,37,53,82
46.58582921,25.49714085,20.14629583,14.03496651,127.8592235,71.16002412,43.95350262,0.845634005,37,21,86
46.58582921,25.10543286,19.87233838,13.81969763,125.6763463,70.08480272,43.19229003,0.718165375,37,21,74
38.5,24.14273944,19.6958395,13.92780682,101.0007564,52.36988936,28.6842547,0.10037247,37,21,10
41.125,24.52428883,19.74417784,13.81165309,112.1907786,60.23836496,34.1863034,0.30528937,37,13,50
38.5,23.74713468,19.40526728,13.74970275,95.11331872,47.20621708,23.79614019,0.066290845,37,13,10
36.93093391,20.45441355,16.2563059,11.29027692,101.5569275,55.12955868,32.40378869,0.482289915,29,13,66
20.77421544,8.718977398,6.355865083,4.156987994,70.15997525,49.60199936,36.56502118,0.54163268,5,53,18
32.23099134,11.12880084,7.824731691,5.028479206,84.79848872,55.1649665,43.44139039,2.61521718,5,45,86
28.94727011,10.49550851,7.500600947,4.86750868,80.6329022,52.88226175,41.31273416,1.751787225,5,45,58
25.96076195,9.940312945,7.170158457,4.676831845,76.34697898,50.58110712,39.09247368,1.249563965,5,45,42
112.6376812,62.61159745,47.891285,32.16410227,252.1227498,144.5156194,92.74916137,1.01458452,106,74,78
20.77421544,8.962841159,6.570453014,4.318517979,61.04271841,37.5443772,27.30725036,0.73061935,5,29,34
14.62560929,6.512544899,4.882332193,3.238737632,31.49017419,16.37072191,9.390963051,0.121744565,5,5,22
103.2307692,59.32154646,47.95863797,33.9519298,234.2867503,129.2618318,76.32551575,0.60445312,100,35,90
116,60.73042557,45.44643732,30.34458923,259.3009558,154.5756783,104.5421927,1.49063379,106,106,82
105.9130435,65.16768292,52.45982746,36.60420906,248.815366,141.6028042,85.19500475,0.22806537,106,74,18
109.2753623,64.4229027,50.65879209,34.75910964,248.2753896,140.2689149,85.66046625,0.551270375,106,58,54
105.9130435,65.17759231,52.52324116,36.70341385,242.4722859,135.101739,78.28190693,0.224645215,106,58,22
107.5942029,63.09877272,51.13635408,36.24026437,237.2087478,128.2861606,72.17523301,0.472763145,106,26,98
102.7425888,53.77236633,39.54496922,26.03239632,243.7085767,148.9121391,104.9007822,1.748291295,90,106,86
104.2318841,64.22169833,52.07242766,36.47286269,225.5374687,117.8921526,59.74488459,0.164437285,106,10,86
91.52542372,56.11210991,44.87589721,31.1602297,240.9640607,146.15429,96.89018502,0.275769905,90,106,14
91.52542372,57.3136877,46.65153875,32.90921593,233.0955273,137.3675461,87.05778576,0.09982937,90,90,6
89.83050848,56.65078412,46.10936029,32.55934312,216.5118571,120.7347217,69.52617669,0.11685888,90,58,10
91.52542372,56.21503459,44.67430301,30.90950677,219.2991982,122.697485,73.05219202,0.401165645,90,42,46
89.83050848,56.51319459,46.07173366,32.559292,209.8439125,114.033487,62.41854266,0.12292546,90,42,14
88.13559322,55.48925357,45.3849582,32.12982418,199.8377138,104.0846142,51.87396591,0.110991,90,10,50
195.2066253,107.6418509,84.40236741,58.38536584,395.4300117,241.0033937,154.6754081,0.893464022,192.3142857,192.3142857,54
198.2567288,103.217979,79.98969218,54.41446549,366.979208,214.8661743,130.3340443,1.177985175,192.3142857,163.2857143,78
195.2066253,106.7046551,83.53560705,57.75863286,378.7790582,223.5447683,140.640216,0.907421261,192.3142857,163.2857143,62
195.2066253,104.5350383,79.92495241,54.12797468,345.3571365,188.6495972,110.5381926,0.969050994,192.3142857,105.2285714,94
192.1565217,118.2352728,96.72340534,68.44513035,380.5064526,214.9382281,124.1333388,0.126988185,192.3142857,105.2285714,14
192.1565217,114.1379098,91.6461164,64.1847151,363.41031,200.4192333,114.4735641,0.350682168,192.3142857,76.2,50
192.1565217,116.1584523,94.18064405,66.46886604,359.20628,194.8965009,106.4273269,0.236063773,192.3142857,47.17142857,54
189.1064182,117.2121393,96.22077332,68.53183584,351.177045,186.2955444,93.79598255,0.044666448,192.3142857,47.17142857,10
189.1064182,116.980569,96.17147335,69.03057807,339.3517712,174.8704747,81.82260712,0.025067391,192.3142857,18.14285714,14
166.0532687,94.43912202,74.3455486,51.15314585,373.1549121,233.6216346,154.8326493,0.723363308,163.2857143,192.3142857,38
169.1283293,87.58222389,67.37515593,45.77217023,338.7060226,203.8993948,127.1173717,1.389822635,163.2857143,163.2857143,78
166.0532687,91.73642592,71.28579187,48.50763488,325.5549862,184.1221914,114.1611479,0.880227417,163.2857143,105.2285714,74
166.0532687,95.46310262,75.37435215,51.565722,325.4597338,180.8599702,107.1116659,0.564326109,163.2857143,76.2,66
162.9782082,98.31249824,78.86571514,54.68008668,323.6554705,177.1393534,100.2160943,0.369174889,163.2857143,47.17142857,70
162.9782082,98.45318229,78.91229895,54.76932087,323.4398906,176.9585108,99.823868,0.348156862,163.2857143,47.17142857,66
162.9782082,100.2793108,81.9519101,58.22881117,319.4020681,171.8103039,90.46664294,0.116170528,163.2857143,47.17142857,22
159.9031477,98.31399106,80.715405,57.54870356,310.001077,162.6747589,80.58821962,0.079798884,163.2857143,18.14285714,38
142.875,73.06470864,55.73151428,37.7008069,327.6048241,212.3219537,139.4948232,1.682831405,134.2571429,192.3142857,70
136.525,83.12791588,66.66406808,46.46181523,350.6706897,226.0164875,154.0167052,0.298777768,134.2571429,192.3142857,14
136.525,80.23005146,63.52927694,43.9554789,329.1032557,205.2824472,137.4433549,0.514881895,134.2571429,163.2857143,26
142.875,73.79571822,55.91120501,37.47482892,285.7183053,163.783443,104.1464692,1.33474044,134.2571429,105.2285714,90
139.7,76.64008126,58.89168804,39.50386387,283.909999,158.4106639,97.26337593,0.970431284,134.2571429,76.2,90
139.7,77.43391039,59.79454969,40.67764849,286.7609832,160.9316522,99.16032773,0.874618475,134.2571429,76.2,82
130.175,81.72029109,66.98607683,47.74099644,274.2482593,145.1244036,74.57422701,0.169953266,134.2571429,18.14285714,66
107.1383459,63.10702998,49.46147963,33.69247985,250.9165001,144.474623,91.1971754,0.615852903,105.2285714,76.2,46
110.3849624,64.41767058,50.32138112,34.22149336,247.950462,139.1060428,84.87797081,0.685019546,105.2285714,47.17142857,82
107.1383459,64.6854303,51.31354221,35.36479668,244.6853659,136.8728203,81.58909487,0.452348667,105.2285714,47.17142857,54
80.36613757,47.96940919,37.5959491,25.71748228,253.7938636,172.263484,120.225451,0.56520676,76.2,163.2857143,18
83.86031746,46.49850599,35.19520109,23.47293228,224.4213236,139.9792273,98.98281709,1.177655848,76.2,105.2285714,50
80.36613757,46.83026237,36.34935653,24.58630851,220.982756,137.1754846,94.4545575,0.703891236,76.2,105.2285714,30
76.87195769,46.85340172,37.93815188,26.59529356,185.9111763,100.1782693,55.56123353,0.326723756,76.2,18.14285714,70
76.87195769,46.57298361,37.80365353,26.59975222,183.4224982,98.36642865,53.43282797,0.213031304,76.2,18.14285714,46
76.87195769,47.70450208,39.01806066,27.63984415,173.4214077,89.71186089,44.36403711,0.067127959,76.2,18.14285714,14
75.87941434,39.40505584,28.35114286,17.89066577,263.1216161,199.8372245,166.9300436,2.796656104,47.17142857,192.3142857,70
61.47226891,32.73299192,24.66013619,16.4636713,240.1596184,183.3175287,133.9861645,1.413272383,47.17142857,192.3142857,30
70.34645294,36.54280208,26.37540534,16.78516193,217.3790963,152.1944026,122.7355768,2.115650183,47.17142857,134.2571429,62
75.87941434,38.44753386,30.41118672,19.62024314,209.5737514,139.2145993,110.5068626,2.467344931,47.17142857,105.2285714,94
61.47226891,33.77883456,24.97803594,16.28425732,192.0359898,127.6622318,98.41156946,1.527852461,47.17142857,105.2285714,50
70.34645294,35.78384354,28.95852381,19.6864904,189.7010242,119.1653443,88.91468866,1.941774329,47.17142857,76.2,90
57.6302521,32.77295341,24.71203948,16.33283309,172.5767559,108.2538617,78.98156082,1.117351755,47.17142857,76.2,46
65.31428571,32.70639304,25.96758586,18.53761755,169.0402825,99.50836956,68.1479762,1.48767903,47.17142857,47.17142857,94
53.78823529,31.19093632,24.63289372,16.88636819,146.0727351,84.80821108,54.90896073,0.433579519,47.17142857,47.17142857,26
46.9369132,19.42234743,14.83897855,10.07854805,208.743383,171.8003557,136.4204722,1.957987624,18.14285714,192.3142857,34
36.28571429,15.9350648,12.20269729,8.333074708,184.6997849,146.2859401,101.6514198,0.305205931,18.14285714,192.3142857,6
59.81358566,20.49052696,15.65929263,10.89683129,182.3366779,138.9294717,120.5197635,3.427937335,18.14285714,134.2571429,78
31.10204081,15.68519325,12.00559814,8.178005489,142.7041876,110.6491326,78.34979731,0.4695761,18.14285714,134.2571429,10
36.28571429,17.75783744,13.56392547,9.179956186,141.4559859,104.0712527,82.96226032,1.275808585,18.14285714,105.2285714,30
41.35887675,18.32842865,14.12095493,9.718497821,132.9836798,90.19460264,72.68969796,1.658845818,18.14285714,76.2,50
36.28571429,16.73946816,12.9513303,8.923879795,107.6984636,67.32935871,49.95451568,1.013659026,18.14285714,47.17142857,42
36.28571429,16.17362788,12.37082665,8.432835122,90.52257918,50.07793295,31.5434088,0.995024387,18.14285714,18.14285714,74
25.91836735,13.31377689,10.4739737,7.269369674,63.46258046,33.32643667,20.3480001,0.173582248,18.14285714,18.14285714,14
80.5,45.37279469,34.76757331,23.4012468,219.8214743,137.5061618,96.23618414,0.92406469,74,106,38
82.25,45.50296254,36.74327856,26.00334889,201.961779,114.9847338,72.77876716,0.84778309,74,42,82
78.75,45.07793195,36.21743499,25.44379946,189.7942323,104.2622842,61.43036665,0.61474218,74,26,90
75.25,45.56598389,36.91803302,25.91619546,185.3744018,101.5738384,57.94583818,0.279093165,74,26,42
73.2001734,33.99318584,27.38169019,18.23407446,202.3874373,136.3195925,109.7611496,2.53578705,42,106,90
46.22222222,27.96231747,22.09209191,15.12742167,138.5882699,82.90149397,56.22698163,0.39008391,42,58,18
41.82329924,22.09528106,17.0796463,11.29710553,140.6366682,93.06127976,72.90629904,1.27972875,26,74,42
33.88235294,18.73088533,14.76598181,10.11821043,107.4253849,67.65081917,48.49326852,0.38653418,26,58,14
45.17646126,21.08656854,16.21651133,11.19170086,116.2397486,65.86932185,43.26440612,1.44620603,26,26,94
41.54843088,14.5605059,10.82462761,7.328866081,127.4781635,93.5408783,78.6083904,2.63628772,10,90,62
46.4891316,14.64485259,10.64515468,7.105088395,118.468383,83.02449917,69.46878476,3.44341109,10,74,90
29.25121858,12.2958035,9.104962042,6.051991354,79.80085527,46.48149526,32.46501372,1.414597285,10,26,70
22.79623128,10.89631665,8.300768409,5.613402079,67.29036598,39.68389879,27.87489199,0.545209395,10,26,30
17.14285714,8.269394436,6.337974596,4.308241036,37.62694125,19.57017565,11.59126715,0.09146951,10,10,10
44.2962963,27.29588522,22.05458165,15.43638253,118.1352794,62.31538923,33.75869205,0.236056125,42,10,54
59.05263158,37.08039098,30.03925292,21.06662225,148.7103735,79.73081577,43.85470058,0.153033075,58,26,18
41.82329924,20.92191856,15.99284049,10.66132986,150.3123257,108.0875581,83.61786793,1.071598715,26,106,26
36,19.79569024,15.32427904,10.3284757,124.8875119,82.89547216,62.38812093,0.71952464,26,74,22
64.42105264,36.53807977,29.22973458,20.55270382,165.7193259,91.99439841,55.87268441,0.758665005,58,26,90
52,29.06328244,22.07950855,14.7182084,174.7438271,117.991978,88.10450459,1.032598455,42,106,30
71.58181818,41.45312181,31.53428947,21.03300375,192.8560128,114.931424,78.13078486,0.99016332,63.5,63.5,58
69.27272727,40.58273822,31.39286588,21.17831207,186.8467275,110.6945895,73.87286314,0.731886964,63.5,63.5,42
42.33333333,25.01153199,19.76362184,13.50832209,124.0155545,72.01015645,47.14958032,0.519658786,35.27777778,35.27777778,34
92.36363635,56.41294295,45.2620772,31.50188378,233.8619844,138.2675753,88.90343775,0.241735941,90.71428571,90.71428571,14
40.55655452,20.17585263,15.83341892,11.03997918,106.7122603,58.62922866,36.14885286,1.08188789,25,17,98
73.89090909,40.40945411,32.62521867,23.268103,188.7947769,108.4958089,70.54052314,1.076068445,63.5,43.18,90
95.66233765,55.542156,43.02655987,29.12792566,229.3187199,131.8799226,84.13000077,0.775684382,90.71428571,61.68571429,62
38.48484848,23.85171141,19.21720713,13.40697095,108.1045799,59.04076133,35.08521289,0.247762943,35.27777778,23.98888889,22
92.36363635,56.10054037,44.93243426,31.30568157,221.2699146,125.3144954,75.42413075,0.275290995,90.71428571,61.68571429,22
69.27272727,39.12490226,31.26569183,21.86237606,170.934636,93.84326263,55.2860351,0.596280169,63.5,22.86,86
39.76767677,23.48839467,18.9297519,13.25045069,107.6185816,57.58002061,32.58602237,0.283672785,35.27777778,12.7,46
28.18181818,16.70725569,13.54511196,9.548073715,71.71034916,35.61292498,18.96322703,0.107646775,25,9,18
64.65454544,40.08025953,32.72233679,23.16093157,152.1492049,79.12344113,40.34161234,0.070915811,63.5,22.86,10
46.06377331,20.45474208,15.63171081,10.88856831,119.5594058,70.11617462,48.97099845,1.904290941,23.98888889,35.27777778,98
76.2,41.78820158,30.63405928,19.95030897,207.3235335,130.0968226,95.67266591,1.595454248,61.68571429,90.71428571,70
65.31428571,39.70763641,31.73061336,22.0083537,187.538721,115.454129,78.43488913,0.232622558,61.68571429,90.71428571,10
65.31428571,40.47227253,32.82811634,23.10001107,187.6390713,115.2443181,77.90399315,0.133314375,61.68571429,90.71428571,6
59.38816873,29.54140898,23.37640344,16.50458233,156.9673886,92.47673112,62.88862,1.234205754,43.18,43.18,78
22.49300471,10.01257297,7.639771884,5.171546174,62.06325162,36.8303441,26.01992991,0.473703905,9,25,26
20.45786082,9.339870819,7.114552042,4.795268686,56.00262562,33.37226773,23.36056211,0.331198925,9,25,18
47.2615767,20.25830216,15.3906357,10.70723536,123.3951473,74.4389909,54.11990905,2.186934188,22.86,43.18,98
47.2615767,19.60907189,14.90696339,10.29571251,122.0161157,73.98830648,53.64516921,1.807174191,22.86,43.18,82
22.49300471,10.31235988,7.778513967,5.235182284,63.17896202,35.51593146,23.53433432,0.666613865,9,17,46
26.67,16.13955653,12.96750748,9.093236236,84.03427459,50.31458685,34.51116788,0.135557489,22.86,43.18,6
42.98571464,19.52940945,15.09464536,10.46629777,107.8514005,60.44442564,39.20425188,1.472689203,22.86,22.86,98
26.67,15.99419184,12.80110545,8.926936573,76.83595542,41.570297,25.75254829,0.197998612,22.86,22.86,14
79.47214171,47.31723316,36.81384358,24.94918979,202.635019,116.8073318,74.57994718,0.682047222,74.78888889,52.21111111,54
77.09983897,46.93325904,37.28217306,25.68951186,194.9358087,110.8297992,68.03075499,0.384350039,74.78888889,52.21111111,30
81.84444444,46.09857517,37.29001486,26.53594841,203.2015225,115.1563945,72.6075883,0.902349317,74.78888889,40.92222222,90
80.65829308,45.94776284,37.09754905,26.09535127,201.5672385,114.5666014,71.88283095,0.740886375,74.78888889,40.92222222,74
75.9136876,47.14462625,37.83262416,26.32198604,188.6637602,104.7937937,61.27157522,0.266035831,74.78888889,40.92222222,26
77.09983897,45.68041083,36.81068646,25.79654167,184.2181986,99.38821585,55.4680294,0.356986318,74.78888889,18.34444444,74
74.72753623,46.16998498,37.54092788,26.43442506,180.2729273,96.49777806,52.10106079,0.181270044,74.78888889,18.34444444,38
74.72753623,46.87591441,37.94027067,26.57652356,176.6295024,92.42814587,47.39347534,0.187989659,74.78888889,7.055555556,98
74.72753623,46.79662921,38.01647995,26.76358955,173.7824363,90.35355947,45.45413364,0.134288647,74.78888889,7.055555556,70
79.56188314,44.94310029,32.52586187,20.97934743,207.5939,126.1801886,89.93150248,1.657364844,63.5,74.78888889,90
53.09305556,33.29997611,27.13301487,19.16450003,133.3797439,70.44006109,38.20711412,0.06394554,52.21111111,29.63333333,6
70.55555556,39.53623077,31.69731774,22.35223881,177.2618086,98.86493487,60.54416454,0.789550458,63.5,29.63333333,90
68.16384181,39.09837589,31.402308,21.98181381,173.7901873,97.18553512,58.68928512,0.499097429,63.5,29.63333333,58
66.96798494,39.32562055,31.50076674,21.99395054,167.6130447,90.9422181,52.12791194,0.509224932,63.5,18.34444444,90
64.57627118,39.7658623,32.30193651,22.74035269,160.4858416,86.06334941,47.00967649,0.187789399,63.5,18.34444444,34
74.39665513,39.15515866,31.85930391,21.62795668,197.3731651,122.3654082,90.03050649,1.951059785,52.21111111,74.78888889,98
71.22608254,37.24128036,30.5180578,21.49679668,189.3192528,114.8366433,81.93578742,1.689665792,52.21111111,63.5,94
61.2180106,35.35387725,26.86790131,17.86684899,174.3967123,105.722757,73.67979872,0.982038149,52.21111111,63.5,50
58.03194444,34.21603125,26.50150677,17.8677981,166.6109388,100.1831089,68.43540979,0.686654551,52.21111111,63.5,34
54.32777778,33.84039251,27.12171118,18.85288733,155.6773903,91.71537074,60.12147627,0.20024544,52.21111111,63.5,10
68.348837,35.29779527,28.54273577,20.40805228,179.7334304,106.6930756,73.43412253,1.369341628,52.21111111,52.21111111,86
58.03194444,34.56553493,26.90127754,18.19609773,163.1261526,96.11477599,63.71662657,0.640919084,52.21111111,52.21111111,38
66.75709202,31.26632208,25.38535109,17.8669052,179.3714398,113.7164054,86.05917935,2.077818763,40.92222222,74.78888889,90
60.03706351,31.44798751,25.04925884,16.84544702,176.1761667,111.9967397,84.41584701,1.752883103,40.92222222,74.78888889,74
49.94541686,28.47026031,21.72544056,14.45502406,156.1895306,98.858013,72.40513421,0.90834018,40.92222222,74.78888889,34
35.33004116,20.91716016,16.47926358,11.26808412,113.3676855,69.09694949,48.59967959,0.4340876,29.63333333,52.21111111,18
54.50293087,28.97841267,23.15298904,15.93182299,156.979385,95.18750766,66.99893862,1.162659026,40.92222222,52.21111111,62
60.03706351,29.2959312,23.25204292,16.61493393,154.1914265,90.04042115,61.16387985,1.486176142,40.92222222,40.92222222,94
42.92748538,26.90368265,21.85731269,15.39385599,119.2588611,66.45475261,41.01052293,0.098426299,40.92222222,40.92222222,6
54.50293087,27.92901873,22.05152044,15.45241793,142.4154307,80.99249032,52.1456178,1.056869866,40.92222222,29.63333333,86
47.97777778,26.99333765,21.52131223,15.00642326,136.4330369,77.97335043,49.67811147,0.645919895,40.92222222,29.63333333,54
42.92748538,26.8172231,21.63382855,15.11819008,117.2120673,63.77001355,37.43968231,0.176656111,40.92222222,29.63333333,14
